District,Date,Primary Type,Arrest,Crime Weightage,Label
11,2/5/16 8:43,NARCOTICS,True,3,1
16,2/5/16 9:25,CRIMINAL TRESPASS,True,2,0
17,2/5/16 7:50,ASSAULT,False,3,0
12,2/5/16 7:00,THEFT,False,1,1
5,2/5/16 9:10,CRIMINAL DAMAGE,False,3,1
16,2/5/16 9:00,OTHER OFFENSE,False,2,0
4,2/5/16 7:00,BATTERY,False,2,1
3,2/5/16 9:30,THEFT,False,1,0
12,2/5/16 1:00,CRIMINAL DAMAGE,False,3,1
11,2/5/16 4:00,DECEPTIVE PRACTICE,False,1,0
6,2/5/16 9:45,CRIMINAL DAMAGE,False,3,1
22,2/5/16 10:00,CRIMINAL TRESPASS,False,3,0
8,2/5/16 6:00,ROBBERY,False,1,0
8,2/5/16 10:00,OTHER OFFENSE,False,2,0
4,2/5/16 7:00,BURGLARY,False,2,0
4,2/5/16 9:00,OTHER OFFENSE,False,2,1
24,4/16/16 2:57,BURGLARY,False,2,0
16,2/5/16 8:05,SEX OFFENSE,False,4,0
10,2/5/16 9:42,NARCOTICS,True,3,0
11,2/5/16 5:30,MOTOR VEHICLE THEFT,False,2,0
7,2/5/16 6:06,NARCOTICS,True,3,1
2,2/5/16 10:26,OTHER OFFENSE,False,2,0
14,2/5/16 5:06,BURGLARY,True,1,0
19,2/5/16 9:38,THEFT,True,0,1
15,2/5/16 11:10,BATTERY,False,2,1
20,2/5/16 4:00,BURGLARY,False,2,0
15,2/5/16 7:35,THEFT,False,1,0
15,2/5/16 7:45,ASSAULT,False,3,0
16,2/5/16 10:47,BATTERY,True,1,0
10,2/5/16 8:15,ROBBERY,False,1,0
24,2/5/16 7:49,OTHER OFFENSE,False,2,0
22,2/5/16 8:15,BATTERY,False,2,1
4,2/5/16 1:13,OTHER OFFENSE,False,2,1
12,2/5/16 10:10,BATTERY,False,2,1
17,2/5/16 9:45,THEFT,False,1,0
11,2/5/16 11:00,CRIMINAL TRESPASS,True,2,0
3,2/5/16 10:07,NARCOTICS,True,3,0
17,2/5/16 1:45,THEFT,False,1,0
25,2/5/16 11:30,CRIMINAL TRESPASS,True,2,0
15,4/16/16 3:40,CRIMINAL DAMAGE,False,3,0
24,2/5/16 10:58,ROBBERY,True,0,0
4,2/5/16 11:25,OTHER OFFENSE,True,1,1
25,2/5/16 8:00,THEFT,False,1,0
18,2/5/16 12:30,OTHER OFFENSE,False,2,0
8,2/5/16 10:40,PUBLIC PEACE VIOLATION,True,2,0
18,2/5/16 11:39,OTHER OFFENSE,False,2,0
5,2/5/16 12:00,BATTERY,False,2,1
11,2/5/16 12:14,NARCOTICS,True,3,1
1,2/5/16 12:10,BATTERY,False,2,0
11,2/5/16 12:00,NARCOTICS,True,3,1
11,2/5/16 12:20,THEFT,False,1,0
9,2/5/16 12:30,BATTERY,False,2,1
10,2/5/16 10:30,BATTERY,False,2,1
10,2/5/16 3:00,BURGLARY,False,2,0
11,2/5/16 9:40,OTHER OFFENSE,False,2,0
9,2/5/16 10:01,INTERFERENCE WITH PUBLIC OFFICER,True,3,0
2,2/5/16 12:05,BATTERY,True,1,1
24,4/16/16 1:57,ROBBERY,False,1,0
12,2/5/16 12:00,BATTERY,False,2,1
18,2/5/16 12:09,THEFT,False,1,1
14,2/5/16 4:00,BURGLARY,False,2,0
25,2/5/16 12:00,THEFT,False,1,0
14,2/5/16 12:36,BATTERY,True,1,0
7,2/5/16 12:48,CRIMINAL TRESPASS,True,2,0
15,2/5/16 11:35,WEAPONS VIOLATION,True,1,0
12,2/5/16 12:20,THEFT,True,0,1
16,2/5/16 11:09,NARCOTICS,True,3,0
6,2/5/16 11:30,BATTERY,False,2,1
25,2/5/16 13:15,OTHER OFFENSE,False,2,0
2,2/5/16 14:00,THEFT,False,1,0
19,2/5/16 14:10,THEFT,False,1,1
19,2/5/16 13:35,ASSAULT,True,2,0
6,2/5/16 12:10,ROBBERY,True,0,0
5,2/5/16 13:00,THEFT,True,0,0
5,2/5/16 6:00,BURGLARY,False,2,0
1,2/5/16 13:00,THEFT,False,1,1
1,2/5/16 13:30,DECEPTIVE PRACTICE,False,1,0
2,2/5/16 7:30,BURGLARY,False,2,0
22,2/5/16 13:30,BATTERY,False,2,1
25,2/5/16 13:25,THEFT,True,0,0
22,2/5/16 14:30,OTHER OFFENSE,True,1,0
11,2/5/16 14:25,NARCOTICS,True,3,1
2,2/5/16 13:45,BATTERY,False,2,1
5,2/5/16 11:45,THEFT,False,1,0
15,2/5/16 13:55,CRIMINAL DAMAGE,False,3,0
3,4/16/16 0:27,SEX OFFENSE,False,4,0
11,2/5/16 13:15,NARCOTICS,True,3,1
24,2/5/16 11:34,BURGLARY,True,1,0
4,2/5/16 13:00,ARSON,False,3,0
5,2/5/16 14:00,BATTERY,False,2,1
15,2/5/16 12:00,ROBBERY,False,1,0
18,2/5/16 12:45,THEFT,False,1,1
20,2/5/16 7:45,CRIMINAL DAMAGE,False,3,0
19,2/5/16 7:00,DECEPTIVE PRACTICE,False,1,0
5,2/5/16 1:00,THEFT,False,1,0
1,2/5/16 14:27,THEFT,False,1,1
1,2/5/16 14:30,THEFT,False,1,1
4,4/16/16 3:44,BATTERY,True,1,1
1,2/5/16 14:00,THEFT,False,1,1
10,2/5/16 13:00,THEFT,False,1,0
18,2/5/16 12:30,DECEPTIVE PRACTICE,False,1,0
3,2/5/16 14:15,BATTERY,False,2,1
16,2/5/16 14:10,NARCOTICS,True,3,0
7,2/5/16 14:55,CRIMINAL TRESPASS,False,3,0
22,2/5/16 15:30,CRIMINAL DAMAGE,False,3,0
15,2/5/16 14:50,NARCOTICS,True,3,1
4,2/5/16 14:34,OTHER OFFENSE,False,2,1
4,2/5/16 14:00,THEFT,False,1,0
1,2/5/16 12:00,THEFT,False,1,1
18,2/5/16 14:20,THEFT,True,0,1
2,2/5/16 14:00,DECEPTIVE PRACTICE,False,1,0
1,2/5/16 14:55,ASSAULT,True,2,0
19,2/5/16 13:30,OTHER OFFENSE,False,2,0
8,2/5/16 15:30,THEFT,False,1,1
1,2/5/16 14:00,THEFT,False,1,1
12,2/5/16 14:45,THEFT,False,1,1
12,4/16/16 2:00,BATTERY,False,2,1
8,2/5/16 3:00,OFFENSE INVOLVING CHILDREN,False,4,0
6,2/5/16 10:30,CRIM SEXUAL ASSAULT,False,4,0
1,2/5/16 12:48,THEFT,True,0,1
1,2/5/16 13:52,THEFT,True,0,1
7,4/16/16 0:10,ASSAULT,False,3,1
18,2/5/16 12:30,DECEPTIVE PRACTICE,False,1,0
11,2/5/16 15:04,CRIMINAL DAMAGE,False,3,1
7,2/5/16 14:55,ROBBERY,False,1,0
1,2/5/16 15:20,THEFT,False,1,1
4,2/5/16 15:56,NARCOTICS,True,3,0
9,2/5/16 15:00,PUBLIC PEACE VIOLATION,False,3,0
17,2/5/16 12:27,THEFT,False,1,0
6,2/5/16 14:30,BATTERY,False,2,1
12,2/5/16 14:40,ASSAULT,False,3,1
18,2/5/16 15:05,BATTERY,True,1,0
18,2/5/16 16:08,CRIMINAL TRESPASS,True,2,0
2,2/5/16 14:52,NARCOTICS,True,3,0
3,2/5/16 15:25,GAMBLING,True,0,0
7,2/5/16 13:00,MOTOR VEHICLE THEFT,False,2,0
6,2/5/16 15:00,CRIMINAL TRESPASS,True,2,0
12,2/5/16 3:00,THEFT,False,1,1
17,2/5/16 14:00,THEFT,False,1,0
18,4/16/16 2:20,BATTERY,True,1,0
7,2/5/16 15:40,BATTERY,True,1,1
9,2/5/16 13:15,BURGLARY,False,2,0
8,2/5/16 5:00,CRIMINAL DAMAGE,False,3,1
1,2/5/16 15:00,THEFT,False,1,1
25,2/5/16 9:30,DECEPTIVE PRACTICE,False,1,0
24,2/5/16 16:40,DECEPTIVE PRACTICE,False,1,0
8,2/5/16 16:30,THEFT,True,0,1
9,2/5/16 16:42,ROBBERY,False,1,0
16,2/5/16 14:30,BURGLARY,False,2,0
24,2/5/16 14:39,BATTERY,False,2,0
24,2/5/16 15:30,THEFT,False,1,0
8,2/5/16 7:00,THEFT,False,1,1
9,2/5/16 14:00,DECEPTIVE PRACTICE,False,1,0
6,4/16/16 0:48,CRIMINAL DAMAGE,False,3,1
8,2/5/16 16:25,CRIMINAL DAMAGE,True,2,1
1,2/5/16 16:50,THEFT,False,1,1
8,2/5/16 16:00,THEFT,True,0,1
6,2/5/16 16:50,THEFT,True,0,0
7,2/5/16 16:10,PUBLIC PEACE VIOLATION,True,2,0
7,2/5/16 16:50,BATTERY,False,2,1
14,2/5/16 11:30,THEFT,False,1,1
6,2/5/16 15:00,THEFT,True,0,0
14,2/5/16 10:20,OTHER OFFENSE,False,2,0
2,2/5/16 17:00,THEFT,True,0,0
22,2/5/16 15:20,CRIMINAL DAMAGE,False,3,0
2,2/5/16 15:00,CRIMINAL DAMAGE,False,3,1
7,2/5/16 14:45,BURGLARY,False,2,0
5,2/5/16 16:09,CRIMINAL TRESPASS,True,2,0
4,2/5/16 15:28,OTHER OFFENSE,True,1,1
18,2/5/16 14:10,THEFT,True,0,1
12,2/5/16 16:12,ASSAULT,True,2,1
10,2/5/16 17:28,OTHER OFFENSE,True,1,0
10,2/5/16 17:00,BATTERY,False,2,1
10,2/5/16 13:30,BATTERY,False,2,1
3,4/16/16 3:19,BURGLARY,False,2,0
10,2/5/16 14:55,THEFT,False,1,0
25,2/5/16 16:00,THEFT,False,1,0
11,2/5/16 18:03,NARCOTICS,True,3,1
12,2/5/16 16:30,MOTOR VEHICLE THEFT,False,2,0
4,2/5/16 17:45,NARCOTICS,True,3,0
4,2/5/16 16:14,ASSAULT,True,2,1
9,2/5/16 16:20,BATTERY,False,2,1
14,2/5/16 16:45,BATTERY,False,2,0
7,2/5/16 7:00,BATTERY,False,2,1
15,2/5/16 12:00,BATTERY,False,2,1
15,2/5/16 7:30,THEFT,False,1,0
4,2/5/16 4:00,BATTERY,False,2,1
9,2/5/16 15:39,NARCOTICS,True,3,0
8,2/5/16 13:30,BURGLARY,False,2,0
8,2/5/16 13:00,BURGLARY,False,2,0
25,2/5/16 16:25,THEFT,True,0,0
12,2/5/16 17:28,ROBBERY,True,0,0
12,2/5/16 11:35,BATTERY,True,1,1
25,2/5/16 18:30,BATTERY,False,2,1
6,2/5/16 17:58,OTHER OFFENSE,False,2,0
25,2/5/16 16:31,BATTERY,True,1,1
12,2/5/16 14:50,THEFT,False,1,1
11,2/5/16 18:44,NARCOTICS,True,3,1
11,2/5/16 18:17,NARCOTICS,True,3,1
4,4/16/16 0:40,CRIMINAL DAMAGE,False,3,1
16,2/5/16 16:00,CRIMINAL DAMAGE,False,3,1
6,2/5/16 16:50,OTHER OFFENSE,True,1,0
14,2/5/16 18:04,OTHER OFFENSE,False,2,0
18,2/5/16 18:38,THEFT,False,1,1
6,2/5/16 19:00,OFFENSE INVOLVING CHILDREN,False,4,0
5,2/5/16 16:30,THEFT,False,1,0
24,2/5/16 15:42,DECEPTIVE PRACTICE,False,1,0
11,2/5/16 16:30,OTHER OFFENSE,False,2,0
4,2/5/16 17:45,ROBBERY,False,1,0
5,2/5/16 16:15,ASSAULT,False,3,0
8,2/5/16 14:00,CRIMINAL DAMAGE,False,3,1
12,2/5/16 13:00,THEFT,False,1,1
14,2/5/16 16:30,THEFT,False,1,1
25,2/5/16 12:00,THEFT,False,1,0
19,2/5/16 17:47,THEFT,False,1,1
18,2/5/16 18:00,THEFT,False,1,1
6,4/16/16 3:10,ROBBERY,False,1,0
1,2/5/16 17:40,THEFT,False,1,1
20,2/5/16 10:00,ASSAULT,False,3,0
10,2/5/16 18:25,OTHER OFFENSE,False,2,0
12,2/5/16 19:00,OTHER OFFENSE,False,2,0
17,2/5/16 19:39,THEFT,False,1,0
1,2/5/16 18:50,CRIMINAL TRESPASS,True,2,0
2,2/5/16 17:19,BATTERY,False,2,1
15,2/5/16 16:55,THEFT,True,0,0
2,2/5/16 18:00,BATTERY,False,2,1
15,2/5/16 16:25,NARCOTICS,True,3,1
2,2/5/16 9:00,CRIMINAL DAMAGE,False,3,1
2,2/5/16 7:00,CRIMINAL DAMAGE,False,3,1
7,2/5/16 19:00,BATTERY,False,2,1
22,2/5/16 17:50,THEFT,True,0,0
1,2/5/16 17:10,CRIMINAL TRESPASS,True,2,0
8,2/5/16 2:50,BATTERY,False,2,1
8,2/5/16 19:03,NARCOTICS,True,3,0
11,2/5/16 18:32,NARCOTICS,True,3,1
4,2/5/16 18:22,NARCOTICS,True,3,0
4,2/5/16 16:10,THEFT,False,1,0
7,2/5/16 19:00,NARCOTICS,True,3,1
25,2/5/16 19:40,ASSAULT,False,3,0
25,2/5/16 11:25,THEFT,False,1,0
9,2/5/16 18:30,ROBBERY,False,1,0
10,2/5/16 17:26,BATTERY,False,2,1
22,2/5/16 19:15,BATTERY,False,2,1
15,2/5/16 16:19,ASSAULT,True,2,0
17,2/5/16 18:00,THEFT,False,1,0
15,2/5/16 19:44,CRIMINAL TRESPASS,False,3,0
15,2/5/16 19:49,BATTERY,False,2,1
5,2/5/16 17:21,BATTERY,True,1,1
8,2/5/16 15:00,THEFT,False,1,1
25,2/5/16 8:30,CRIMINAL DAMAGE,False,3,1
24,2/5/16 18:40,THEFT,True,0,0
5,2/5/16 14:15,MOTOR VEHICLE THEFT,False,2,0
16,2/5/16 17:25,NARCOTICS,True,3,0
25,2/5/16 19:00,BATTERY,False,2,1
16,2/5/16 18:25,ROBBERY,False,1,0
18,2/5/16 18:10,THEFT,True,0,1
16,2/5/16 11:00,BURGLARY,False,2,0
25,2/5/16 18:00,OTHER OFFENSE,False,2,0
7,2/5/16 19:30,BATTERY,False,2,1
24,2/5/16 13:07,BATTERY,False,2,0
9,2/5/16 18:05,THEFT,True,0,0
3,4/16/16 4:05,ASSAULT,False,3,0
6,2/5/16 20:15,NARCOTICS,True,3,0
7,2/5/16 14:38,CRIMINAL TRESPASS,True,2,0
10,2/5/16 19:30,THEFT,False,1,0
10,2/5/16 18:25,BATTERY,False,2,1
12,2/5/16 15:08,BURGLARY,False,2,0
12,2/5/16 18:55,ASSAULT,False,3,1
17,4/16/16 3:57,BATTERY,True,1,0
24,2/5/16 18:00,BATTERY,True,1,0
9,2/5/16 18:18,ROBBERY,False,1,0
6,2/5/16 14:04,ASSAULT,False,3,0
4,2/5/16 19:28,THEFT,True,0,0
9,2/5/16 13:50,BURGLARY,False,2,0
8,2/5/16 20:00,ASSAULT,False,3,0
8,2/5/16 18:45,BATTERY,False,2,1
9,2/5/16 17:30,OTHER OFFENSE,False,2,0
8,2/5/16 18:51,CRIMINAL DAMAGE,False,3,1
6,2/5/16 18:00,DECEPTIVE PRACTICE,False,1,0
8,2/5/16 5:50,MOTOR VEHICLE THEFT,False,2,0
15,2/5/16 20:25,BATTERY,True,1,1
20,2/5/16 19:30,BATTERY,False,2,0
6,2/5/16 18:15,NARCOTICS,True,3,0
7,4/16/16 3:10,THEFT,False,1,0
18,2/5/16 19:50,THEFT,False,1,1
11,2/5/16 19:53,NARCOTICS,True,3,1
17,2/5/16 6:00,THEFT,False,1,0
14,2/5/16 20:10,CRIMINAL DAMAGE,False,3,1
14,2/5/16 18:47,THEFT,False,1,1
1,2/5/16 19:30,THEFT,False,1,1
24,2/5/16 20:25,BATTERY,True,1,0
8,2/5/16 18:00,CRIMINAL DAMAGE,False,3,1
10,2/5/16 20:15,BATTERY,True,1,1
25,2/5/16 18:00,CRIMINAL DAMAGE,False,3,1
15,2/5/16 19:00,THEFT,True,0,0
11,2/5/16 20:55,BATTERY,False,2,1
22,2/5/16 21:17,ASSAULT,False,3,0
12,2/5/16 19:26,PUBLIC PEACE VIOLATION,False,3,0
15,2/5/16 17:30,BATTERY,False,2,1
4,2/5/16 12:00,ROBBERY,False,1,0
14,2/5/16 20:54,CRIMINAL TRESPASS,True,2,0
9,2/5/16 21:09,CRIMINAL DAMAGE,False,3,1
10,2/5/16 21:15,CRIMINAL DAMAGE,False,3,1
10,2/5/16 21:45,BATTERY,False,2,1
10,2/5/16 21:20,CRIMINAL DAMAGE,False,3,1
7,4/16/16 2:30,CRIMINAL DAMAGE,False,3,1
14,2/5/16 20:20,ROBBERY,False,1,0
19,2/5/16 20:50,THEFT,False,1,1
22,2/5/16 22:04,CRIMINAL DAMAGE,False,3,0
18,2/5/16 21:06,BATTERY,False,2,0
5,2/5/16 20:48,BATTERY,False,2,1
22,2/5/16 22:00,BATTERY,True,1,1
5,2/5/16 20:35,BATTERY,False,2,1
17,2/5/16 14:00,THEFT,False,1,0
6,2/5/16 22:09,THEFT,False,1,0
4,2/5/16 16:00,BATTERY,False,2,1
18,4/16/16 2:35,BURGLARY,False,2,0
4,2/5/16 20:00,BATTERY,False,2,1
9,2/5/16 22:32,ASSAULT,False,3,1
18,2/5/16 22:00,ASSAULT,False,3,0
5,2/5/16 16:50,CRIMINAL DAMAGE,False,3,1
5,2/5/16 20:20,BATTERY,False,2,1
8,2/5/16 23:00,BATTERY,False,2,1
25,2/5/16 14:30,CRIMINAL DAMAGE,False,3,1
11,2/5/16 22:32,NARCOTICS,True,3,1
2,2/5/16 20:31,BATTERY,False,2,1
1,2/5/16 13:00,THEFT,False,1,1
1,2/5/16 18:18,THEFT,False,1,1
14,2/5/16 15:59,CRIMINAL DAMAGE,False,3,1
8,2/5/16 21:30,BATTERY,False,2,1
8,2/5/16 22:20,BATTERY,False,2,1
6,2/5/16 20:00,BATTERY,True,1,1
12,2/5/16 22:45,THEFT,False,1,1
19,2/5/16 21:00,MOTOR VEHICLE THEFT,False,2,0
25,2/5/16 19:00,CRIMINAL DAMAGE,False,3,1
4,2/5/16 7:00,BURGLARY,False,2,0
12,2/5/16 20:30,THEFT,False,1,1
9,2/5/16 19:00,CRIMINAL DAMAGE,False,3,1
10,2/5/16 13:00,ASSAULT,False,3,0
10,2/5/16 19:00,BURGLARY,False,2,0
10,2/5/16 10:01,OTHER OFFENSE,True,1,0
10,2/5/16 13:15,BATTERY,False,2,1
15,4/16/16 4:30,BATTERY,False,2,1
8,2/5/16 22:45,BATTERY,False,2,1
9,2/5/16 22:40,BATTERY,True,1,1
8,2/5/16 0:00,CRIMINAL DAMAGE,False,3,1
9,2/5/16 16:00,BURGLARY,False,2,0
16,2/5/16 20:04,DECEPTIVE PRACTICE,False,1,0
11,4/16/16 2:30,ASSAULT,False,3,1
1,2/5/16 13:00,THEFT,False,1,1
1,2/5/16 17:30,ASSAULT,False,3,0
18,2/5/16 13:00,BURGLARY,False,2,0
5,2/5/16 22:37,BATTERY,True,1,1
11,2/5/16 23:45,NARCOTICS,True,3,1
7,2/5/16 3:00,BATTERY,False,2,1
6,2/5/16 19:00,MOTOR VEHICLE THEFT,False,2,0
7,2/5/16 22:16,NARCOTICS,True,3,1
18,2/5/16 16:24,DECEPTIVE PRACTICE,True,0,0
11,2/5/16 21:00,NARCOTICS,True,3,1
2,2/5/16 21:50,BATTERY,True,1,1
19,2/5/16 18:00,BURGLARY,False,2,0
18,2/5/16 21:00,THEFT,False,1,1
18,2/5/16 23:00,DECEPTIVE PRACTICE,False,1,0
2,2/5/16 23:50,ASSAULT,True,2,0
2,2/5/16 11:45,ROBBERY,False,1,0
12,2/5/16 20:00,THEFT,False,1,1
18,2/5/16 23:00,THEFT,False,1,1
15,2/5/16 22:45,BATTERY,False,2,1
12,2/5/16 21:00,THEFT,False,1,1
8,2/5/16 22:50,THEFT,False,1,1
16,2/5/16 19:00,THEFT,False,1,0
11,4/16/16 3:25,CRIMINAL DAMAGE,False,3,1
17,4/16/16 2:00,THEFT,False,1,0
19,2/5/16 22:25,BATTERY,True,1,0
6,2/5/16 23:20,OTHER OFFENSE,True,1,0
6,2/5/16 20:30,ROBBERY,False,1,0
6,2/5/16 20:32,BATTERY,False,2,1
25,2/5/16 15:00,CRIMINAL DAMAGE,False,3,1
6,2/5/16 21:50,BATTERY,True,1,1
9,2/5/16 21:00,BATTERY,False,2,1
19,2/5/16 23:30,THEFT,False,1,1
19,2/5/16 22:00,BATTERY,False,2,0
4,2/5/16 23:50,CRIMINAL DAMAGE,False,3,1
6,2/5/16 22:56,WEAPONS VIOLATION,False,2,0
12,2/5/16 23:45,CRIMINAL DAMAGE,False,3,1
12,2/5/16 13:45,DECEPTIVE PRACTICE,False,1,0
18,4/16/16 4:00,BATTERY,False,2,0
5,2/5/16 9:00,BURGLARY,False,2,0
6,2/5/16 22:35,THEFT,False,1,0
3,2/5/16 13:15,BURGLARY,False,2,0
19,2/5/16 23:00,MOTOR VEHICLE THEFT,False,2,0
16,2/5/16 21:25,BATTERY,False,2,0
19,2/5/16 20:00,DECEPTIVE PRACTICE,False,1,0
19,2/5/16 20:00,THEFT,False,1,1
4,2/5/16 21:00,CRIMINAL DAMAGE,False,3,1
25,2/5/16 11:00,CRIM SEXUAL ASSAULT,False,4,0
18,2/5/16 15:20,ROBBERY,False,1,0
5,2/5/16 18:30,MOTOR VEHICLE THEFT,False,2,0
16,2/5/16 7:00,BURGLARY,False,2,0
16,2/5/16 22:07,CRIMINAL DAMAGE,False,3,1
8,2/5/16 23:30,MOTOR VEHICLE THEFT,False,2,0
17,2/5/16 13:00,BATTERY,False,2,0
3,2/5/16 15:40,BURGLARY,False,2,0
3,2/5/16 15:00,THEFT,False,1,0
7,2/5/16 14:40,ASSAULT,False,3,1
15,4/16/16 4:40,BATTERY,False,2,1
3,2/5/16 15:30,CRIMINAL DAMAGE,False,3,1
3,2/5/16 20:23,BATTERY,False,2,1
17,2/5/16 17:00,CRIMINAL TRESPASS,False,3,0
11,2/5/16 22:10,BATTERY,False,2,1
16,2/5/16 8:00,CRIMINAL DAMAGE,False,3,1
9,2/5/16 19:00,CRIMINAL DAMAGE,False,3,1
9,2/5/16 19:00,THEFT,False,1,0
8,4/16/16 4:37,MOTOR VEHICLE THEFT,False,2,0
4,2/5/16 21:00,MOTOR VEHICLE THEFT,False,2,0
18,2/5/16 23:00,BURGLARY,False,2,0
18,2/5/16 10:50,CRIMINAL DAMAGE,False,3,1
12,2/5/16 9:30,DECEPTIVE PRACTICE,False,1,0
6,2/5/16 22:00,THEFT,False,1,0
8,2/5/16 21:00,CRIMINAL DAMAGE,False,3,1
2,2/5/16 12:30,BATTERY,False,2,1
8,2/5/16 22:00,BURGLARY,False,2,0
15,2/5/16 19:00,THEFT,False,1,0
10,2/5/16 19:10,CRIMINAL DAMAGE,False,3,1
8,4/16/16 3:30,CRIMINAL DAMAGE,False,3,1
10,2/5/16 11:00,OTHER OFFENSE,False,2,0
1,2/5/16 12:00,DECEPTIVE PRACTICE,False,1,0
14,2/5/16 10:50,THEFT,False,1,1
4,2/5/16 19:30,CRIMINAL DAMAGE,False,3,1
16,2/5/16 23:30,OTHER OFFENSE,False,2,0
9,2/5/16 13:50,ARSON,False,3,0
18,2/5/16 18:30,THEFT,False,1,1
20,2/5/16 19:00,CRIMINAL DAMAGE,False,3,0
6,2/5/16 10:10,ASSAULT,False,3,0
9,2/5/16 21:30,CRIMINAL DAMAGE,False,3,1
19,2/5/16 10:00,DECEPTIVE PRACTICE,False,1,0
18,2/5/16 15:00,THEFT,False,1,1
7,2/5/16 9:00,BATTERY,False,2,1
6,4/16/16 4:29,BATTERY,False,2,1
12,2/5/16 19:30,MOTOR VEHICLE THEFT,True,1,0
9,2/5/16 13:00,OTHER OFFENSE,False,2,0
9,2/5/16 18:40,ASSAULT,False,3,1
1,2/5/16 23:00,THEFT,False,1,1
3,2/5/16 20:00,THEFT,False,1,0
10,2/5/16 23:45,CRIMINAL DAMAGE,False,3,1
25,2/5/16 8:00,BURGLARY,False,2,0
12,2/5/16 12:00,CRIMINAL DAMAGE,False,3,1
19,2/5/16 15:22,OTHER OFFENSE,False,2,0
8,2/5/16 23:15,CRIMINAL DAMAGE,False,3,1
4,2/5/16 19:00,BATTERY,False,2,1
19,2/5/16 22:00,BURGLARY,False,2,0
25,2/5/16 19:30,ASSAULT,False,3,0
16,2/5/16 22:00,BURGLARY,False,2,0
6,2/5/16 22:30,MOTOR VEHICLE THEFT,False,2,0
3,2/5/16 21:30,CRIMINAL DAMAGE,False,3,1
22,4/16/16 1:55,BATTERY,False,2,1
7,2/5/16 16:00,MOTOR VEHICLE THEFT,False,2,0
6,2/5/16 22:00,BURGLARY,False,2,0
9,2/5/16 16:00,MOTOR VEHICLE THEFT,False,2,0
15,2/5/16 18:00,THEFT,False,1,0
22,2/5/16 3:00,OTHER OFFENSE,False,2,0
17,2/5/16 9:00,CRIMINAL DAMAGE,False,3,1
6,2/5/16 22:30,MOTOR VEHICLE THEFT,False,2,0
18,2/5/16 14:00,DECEPTIVE PRACTICE,False,1,0
11,2/5/16 18:00,CRIMINAL DAMAGE,False,3,1
12,2/5/16 20:30,OTHER OFFENSE,False,2,0
4,2/5/16 9:30,BURGLARY,False,2,0
25,2/5/16 22:00,CRIMINAL DAMAGE,False,3,1
25,2/5/16 21:30,BATTERY,False,2,1
10,2/5/16 23:30,CRIMINAL DAMAGE,False,3,1
6,2/5/16 8:00,THEFT,False,1,0
25,2/5/16 20:30,MOTOR VEHICLE THEFT,False,2,0
1,2/5/16 13:00,DECEPTIVE PRACTICE,False,1,0
9,2/5/16 18:00,THEFT,False,1,0
1,2/5/16 11:00,DECEPTIVE PRACTICE,False,1,0
16,2/5/16 18:00,BURGLARY,False,2,0
10,2/5/16 23:59,OTHER OFFENSE,False,2,0
10,2/5/16 1:00,THEFT,False,1,0
12,2/5/16 7:00,THEFT,False,1,1
20,2/5/16 22:00,BURGLARY,False,2,0
6,2/5/16 10:00,BURGLARY,False,2,0
19,4/16/16 4:52,BURGLARY,False,2,0
19,2/5/16 9:00,CRIMINAL DAMAGE,False,3,1
19,2/5/16 10:00,THEFT,False,1,1
4,2/5/16 17:00,CRIMINAL DAMAGE,False,3,1
8,2/5/16 10:00,CRIMINAL DAMAGE,False,3,1
12,2/5/16 13:00,CRIMINAL DAMAGE,False,3,1
18,2/5/16 18:30,THEFT,False,1,1
19,2/5/16 23:00,ROBBERY,False,1,0
9,2/5/16 13:21,THEFT,False,1,0
16,2/5/16 11:00,CRIMINAL DAMAGE,False,3,1
11,2/5/16 23:50,ASSAULT,False,3,1
25,2/5/16 10:30,CRIMINAL DAMAGE,False,3,1
6,2/5/16 16:50,THEFT,True,0,0
7,2/5/16 18:00,OTHER OFFENSE,False,2,0
11,2/5/16 17:00,THEFT,False,1,0
18,2/5/16 18:00,CRIMINAL DAMAGE,False,3,1
19,2/5/16 15:00,CRIMINAL DAMAGE,False,3,1
7,2/5/16 23:50,THEFT,False,1,0
8,2/5/16 22:00,CRIMINAL DAMAGE,False,3,1
1,2/5/16 18:00,BURGLARY,False,2,0
4,2/5/16 12:00,OTHER OFFENSE,False,2,1
3,2/5/16 13:30,ASSAULT,False,3,0
2,2/5/16 0:30,OTHER OFFENSE,False,2,0
9,2/5/16 17:15,ASSAULT,False,3,1
11,4/16/16 4:30,CRIMINAL DAMAGE,False,3,1
11,2/5/16 14:30,ASSAULT,False,3,1
16,2/5/16 0:15,CRIMINAL DAMAGE,False,3,1
16,2/5/16 18:15,PUBLIC PEACE VIOLATION,False,3,0
19,2/5/16 13:00,CRIMINAL DAMAGE,False,3,1
8,2/5/16 12:39,DECEPTIVE PRACTICE,False,1,0
9,2/5/16 17:30,THEFT,False,1,0
12,2/5/16 15:00,THEFT,False,1,1
20,2/5/16 9:00,THEFT,False,1,0
10,2/5/16 20:00,CRIMINAL DAMAGE,False,3,1
15,2/5/16 18:00,THEFT,False,1,0
7,2/5/16 10:00,ASSAULT,False,3,1
24,2/5/16 9:00,DECEPTIVE PRACTICE,False,1,0
8,4/16/16 5:40,MOTOR VEHICLE THEFT,False,2,0
22,2/5/16 9:00,DECEPTIVE PRACTICE,False,1,0
6,2/5/16 5:30,ASSAULT,False,3,0
